Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -2.290000e+003  1.000000e+000  1.000000e+000
  201    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -2.000000e+004    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.145000e+001 -2.000000e+004    1    1  9.950000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.290000e+001 -2.000000e+004    1    1  9.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.435000e+001 -2.000000e+004    1    1  9.850000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -4.580000e+001 -2.000000e+004    1    1  9.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -5.725000e+001 -2.000000e+004    1    1  9.750000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -6.870000e+001 -2.000000e+004    1    1  9.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -8.015000e+001 -2.000000e+004    1    1  9.650000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -9.160000e+001 -2.000000e+004    1    1  9.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -1.030500e+002 -2.000000e+004    1    1  9.550000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.145000e+002 -2.000000e+004    1    1  9.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.259500e+002 -2.000000e+004    1    1  9.450000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.374000e+002 -2.000000e+004    1    1  9.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.488500e+002 -2.000000e+004    1    1  9.350000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.603000e+002 -2.000000e+004    1    1  9.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.717500e+002 -2.000000e+004    1    1  9.250000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.800000e+002 -2.000000e+004    2    1  9.213974e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.946500e+002 -2.000000e+004    2    1  9.150000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -2.061000e+002 -2.000000e+004    2    1  9.100000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -2.175500e+002 -2.000000e+004    2    1  9.050000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.290000e+002 -2.000000e+004    2    1  9.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.404500e+002 -2.000000e+004    2    1  8.950000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.519000e+002 -2.000000e+004    2    1  8.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.633500e+002 -2.000000e+004    2    1  8.850000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.748000e+002 -2.000000e+004    2    1  8.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.862500e+002 -2.000000e+004    2    1  8.750000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -2.977000e+002 -2.000000e+004    2    1  8.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -3.091500e+002 -2.000000e+004    2    1  8.650000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -3.206000e+002 -2.000000e+004    2    1  8.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -3.320500e+002 -2.000000e+004    2    1  8.550000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -3.435000e+002 -2.000000e+004    2    1  8.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -3.549500e+002 -2.000000e+004    2    1  8.450000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -3.664000e+002 -2.000000e+004    2    1  8.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -3.778500e+002 -2.000000e+004    2    1  8.350000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -3.893000e+002 -2.000000e+004    2    1  8.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -4.007500e+002 -2.000000e+004    2    1  8.250000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -4.122000e+002 -2.000000e+004    2    1  8.200000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -4.236500e+002 -2.000000e+004    2    1  8.150000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -4.351000e+002 -2.000000e+004    2    1  8.100000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -4.465500e+002 -2.000000e+004    2    1  8.050000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -4.580000e+002 -2.000000e+004    2    1  8.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -4.694500e+002 -2.000000e+004    2    1  7.950000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -4.809000e+002 -2.000000e+004    2    1  7.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -4.923500e+002 -2.000000e+004    2    1  7.850000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -5.038000e+002 -2.000000e+004    2    1  7.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -5.152500e+002 -2.000000e+004    2    1  7.750000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -5.267000e+002 -2.000000e+004    2    1  7.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -5.381500e+002 -2.000000e+004    2    1  7.650000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -5.496000e+002 -2.000000e+004    2    1  7.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -5.610500e+002 -2.000000e+004    2    1  7.550000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -5.725000e+002 -2.000000e+004    2    1  7.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   52 -5.839500e+002 -2.000000e+004    2    1  7.450000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   53 -5.954000e+002 -2.000000e+004    2    1  7.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   54 -6.068500e+002 -2.000000e+004    2    1  7.350000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   55 -6.183000e+002 -2.000000e+004    2    1  7.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   56 -6.297500e+002 -2.000000e+004    2    1  7.250000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   57 -6.412000e+002 -2.000000e+004    2    1  7.200000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   58 -6.526500e+002 -2.000000e+004    2    1  7.150000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   59 -6.641000e+002 -2.000000e+004    2    1  7.100000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   60 -6.755500e+002 -2.000000e+004    2    1  7.050000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   61 -6.870000e+002 -2.000000e+004    2    1  7.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   62 -6.984500e+002 -2.000000e+004    2    1  6.950000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   63 -7.099000e+002 -2.000000e+004    2    1  6.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   64 -7.213500e+002 -2.000000e+004    2    1  6.850000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   65 -7.328000e+002 -2.000000e+004    2    1  6.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   66 -7.442500e+002 -2.000000e+004    2    1  6.750000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   67 -7.557000e+002 -2.000000e+004    2    1  6.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   68 -7.671500e+002 -2.000000e+004    2    1  6.650000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   69 -7.786000e+002 -2.000000e+004    2    1  6.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   70 -7.900500e+002 -2.000000e+004    2    1  6.550000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   71 -8.015000e+002 -2.000000e+004    2    1  6.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   72 -8.129500e+002 -2.000000e+004    2    1  6.450000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   73 -8.244000e+002 -2.000000e+004    2    1  6.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   74 -8.358500e+002 -2.000000e+004    2    1  6.350000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   75 -8.473000e+002 -2.000000e+004    2    1  6.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   76 -8.587500e+002 -2.000000e+004    2    1  6.250000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   77 -8.702000e+002 -2.000000e+004    2    1  6.200000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   78 -8.816500e+002 -2.000000e+004    2    1  6.150000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   79 -8.931000e+002 -2.000000e+004    2    1  6.100000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   80 -9.045500e+002 -2.000000e+004    2    1  6.050000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   81 -9.160000e+002 -2.000000e+004    2    1  6.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   82 -9.274500e+002 -2.000000e+004    2    1  5.950000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   83 -9.400000e+002 -2.000000e+004    3    1  5.895197e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   84 -9.503500e+002 -2.000000e+004    3    1  5.850000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   85 -9.618000e+002 -2.000000e+004    3    1  5.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   86 -9.732500e+002 -2.000000e+004    3    1  5.750000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   87 -9.847000e+002 -2.000000e+004    3    1  5.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   88 -9.961500e+002 -2.000000e+004    3    1  5.650000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   89 -1.007600e+003 -2.000000e+004    3    1  5.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   90 -1.019050e+003 -2.000000e+004    3    1  5.550000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   91 -1.030500e+003 -2.000000e+004    3    1  5.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   92 -1.041950e+003 -2.000000e+004    3    1  5.450000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   93 -1.053400e+003 -2.000000e+004    3    1  5.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   94 -1.064850e+003 -2.000000e+004    3    1  5.350000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   95 -1.076300e+003 -2.000000e+004    3    1  5.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
